80,200
0.203742,-0.0950715,-0.533607,0.190162,-0.521447,0.198282,-0.354523,0.471131,0.378237,0.272017,0.619467,0.0489456,120.804
0.164501,-0.0294775,-0.295094,0.384768,-0.168209,0.413142,0.23404,-0.149141,0.464327,-0.409062,0.213891,-0.14619,120.804
-0.528135,0.760713,0.241548,0.69798,-0.138694,0.32252,0.646304,-0.861011,0.902922,0.468247,-0.26546,0.554331,120.804
0.362313,-0.842594,0.236134,0.820484,-0.507087,0.423568,0.27849,0.372208,0.305262,0.273219,0.179606,0.846424,120.804
-1.12327,0.755951,0.559598,0.722524,0.451947,0.875511,-1.04787,1.06348,-0.519627,-0.188029,-0.260597,0.432579,120.804
-0.0681258,-0.566123,0.224217,-0.627733,-0.0159463,0.391195,-0.509005,0.270223,0.914045,-0.316091,-0.572262,-0.232533,120.804
-1.337,1.34879,0.563419,-0.640946,0.617014,-0.493232,-0.643368,0.91801,-0.22338,1.1688,0.374939,0.452712,120.804
0.183723,0.361223,0.8301,-0.605274,-0.827362,-0.377159,-0.326419,0.649307,0.716229,0.754503,0.504196,-0.60257,118.805
-0.0393986,-0.713464,-0.345221,1.51102,0.79796,-0.344036,-0.70379,0.162226,0.939573,-0.0885497,-1.10676,0.687171,120.804
0.295077,-0.00315902,0.276173,-0.327356,0.369605,-0.19663,-0.436659,-0.394989,-0.156407,-0.0271222,0.268964,0.258128,120.804
-0.753104,0.0559646,0.367082,0.632121,0.442094,0.451345,0.44321,0.412379,-0.680517,-0.499685,0.839896,0.00653713,120.804
0.0723803,1.25187,0.122623,-0.27262,-0.623474,-0.0739837,1.06772,1.0286,-0.205363,1.13623,0.416093,0.0612508,58.8255
0.24842,0.100901,-1.01029,-0.17852,0.648142,-0.689362,-0.778652,-0.450194,0.393715,0.409532,0.314466,0.0266767,120.804
-0.632583,-0.679857,0.181027,0.208055,-0.592622,0.552841,0.604293,-0.180824,0.0390614,0.434598,-0.685064,-0.201325,120.804
-0.256024,0.144375,0.114259,0.0165645,-0.218575,-0.214232,0.0635556,-0.00687731,0.087525,-0.12995,-0.198588,-0.266067,120.804
-0.322953,-0.340866,-0.214866,-0.127829,0.251312,-0.150956,-0.298037,-0.3257,0.137899,0.397043,0.429756,0.256648,120.804
0.307767,-0.266855,0.0653286,-0.14044,-0.119969,-0.0399968,0.194505,-0.0318669,-0.305773,-0.228628,-0.214805,0.019618,120.804
-0.231261,-0.188201,-0.410835,-0.380397,0.402858,0.510402,0.29994,0.605498,-0.562799,0.806593,-0.240555,0.0392215,120.804
-0.46207,-0.264397,-0.0974206,-0.684488,0.0823367,0.407001,-0.142765,0.916149,0.529946,-0.627186,0.114736,0.115686,120.804
-0.144285,-0.178542,0.17523,-0.0601225,-0.0597531,-0.138819,-0.186813,-0.18044,-0.193009,-0.0143897,-0.17139,0.143278,120.804
-0.582584,0.0113958,-0.546237,0.084664,-0.782705,0.213607,0.677181,0.419306,0.546193,-0.574335,-0.304038,-0.116962,120.804
0.142753,0.557465,0.313165,-0.542131,-0.509347,-0.431865,0.645788,0.412834,-0.0712611,-0.521775,-0.328259,0.251223,85.8248
-0.182588,-0.391766,-0.310388,-0.442013,-0.641601,0.0915344,0.0675435,0.582462,0.199505,0.0741509,0.371835,-0.636729,120.804
0.23584,0.24097,-0.219576,-0.332232,-0.454461,-0.508472,0.479779,0.0920787,0.0814222,0.256578,-0.455186,-0.231902,120.804
0.134656,0.574346,-0.57947,-0.0476227,-0.488508,-1.12643,0.866087,1.09092,-0.626949,-0.0571115,-0.68405,0.425742,95.8201
-0.466595,0.289416,0.0261756,0.325338,0.213986,0.561042,-0.385842,-0.496983,-0.341214,-0.267561,0.439312,0.521411,120.804
-0.878409,-0.119287,0.776371,-0.403903,0.338928,0.0180864,1.01175,-0.0951883,-0.57682,0.642183,-0.412937,-0.235909,120.804
1.07815,0.189367,0.400417,1.19756,-0.529185,-0.675952,-0.653679,-0.707314,-0.564913,0.360859,-0.0102968,0.547376,120.804
