80,200
-2.04579,-1.05154,-1.06523,3.86463,4.19393,-0.2686,-2.44011,-2.92941,1.21869,0.538237,2.44785,3.2819,25065.3
2.6702,-4.24362,-0.21945,-0.32212,4.29785,-4.35039,-4.25642,-1.28508,-0.311368,-1.64299,-2.06079,-3.60664,19169.3
1.89414,1.37031,3.11557,-0.390995,3.6917,2.39494,3.81203,0.426246,-3.93391,-3.20287,1.10132,-4.59037,26411.2
1.69222,-3.73213,-4.75524,2.26377,4.73632,4.78066,3.92093,-1.09191,1.82081,-0.895002,-0.91485,-0.513788,10950.6
-4.57499,-2.25401,2.25588,-2.26239,-0.148861,3.37185,-2.38776,-3.56174,3.34797,3.59506,-2.77019,3.28933,27072.3
-1.10527,-2.6219,1.63694,-1.1838,1.46063,-3.20227,4.4337,4.04923,-4.93068,1.83653,3.70351,-4.33325,29397.7
0.529172,-0.518091,-4.89822,-3.96939,4.59999,0.158607,-1.73772,4.11246,-1.11889,0.526545,0.935714,0.0626859,24440.7
-1.8964,4.55043,-2.79407,3.98629,1.45658,1.69918,-3.52065,-3.82713,1.9015,-4.98935,-0.882754,4.89382,23862.8
-3.90542,-1.4279,-1.08688,-1.83496,-3.98533,2.51019,-1.36611,1.0309,0.494406,1.28466,0.0866087,1.00136,31259
-1.57507,-2.976,-0.911423,-1.37919,1.37105,0.0230382,2.23268,-2.0831,4.66739,2.50023,-3.79522,-1.93979,24141.2
4.62214,3.70623,-0.59312,-2.91658,-3.99596,-1.39916,-2.82951,-3.26261,-3.2881,4.92761,-0.490444,-0.809129,16526.6
-2.41275,-0.10516,1.66357,-2.38984,4.53168,2.40088,1.77849,0.246778,-4.6205,3.6936,-3.45463,0.569619,30922.8
-4.02188,2.00392,1.43464,-0.981634,1.74917,0.606154,-3.53707,0.22553,1.00205,-0.320201,1.70724,-4.10115,29615
-0.859651,4.15723,3.31677,0.350477,1.89825,-4.62026,3.56859,0.181815,1.35286,4.89794,2.22121,4.16028,25360.3
-1.64174,-2.51931,1.60456,-0.892708,-4.96943,2.14622,0.395299,4.6874,2.28332,0.478349,4.62959,3.56719,35593.7
2.21676,0.268228,-4.80825,2.56449,-3.42249,1.10837,-4.86813,-4.80342,0.640982,-2.0041,0.483421,-4.62653,8776.48
4.1836,3.8174,0.315509,-2.07299,3.225,-3.27722,3.41638,4.34558,-2.22378,4.51492,1.44928,4.57239,21443.3
3.19883,3.24073,4.26381,-0.96218,1.34254,1.46045,3.96131,1.40964,1.04482,1.03826,0.690446,-2.09232,21758.3
-0.740348,-1.8528,1.68946,-0.754539,2.41587,0.787511,3.16333,-3.15754,4.66571,-0.125388,4.22165,1.19723,31517.1
1.389,-3.82103,2.37224,-1.11793,3.37134,-3.97179,-2.80194,0.323728,-4.72357,4.91675,0.142549,-0.487612,31281.5
-1.22444,2.0947,-3.24712,-2.01559,1.86905,-0.126405,3.24553,2.99464,3.41805,-3.68869,-2.21298,4.14442,25935.7
-1.80435,2.3465,1.67709,2.63942,0.503268,-3.4556,-0.373378,4.6074,-1.0967,2.82799,-4.20556,-4.63233,31878
2.86959,-4.76969,4.92481,-4.10734,1.82725,-4.07406,-0.493339,2.85526,2.87313,2.52866,-4.75817,1.20559,32397.8
-0.0562063,0.142317,-4.12668,-3.54534,-2.16667,2.46032,-1.61041,-0.841695,0.846132,-3.23992,0.566489,4.4134,23236.3
2.4957,4.35817,-3.40233,-4.61003,-0.0528783,2.37693,4.23723,4.13961,1.7573,3.32426,-3.69965,4.53451,15582.2
-1.03412,3.8687,4.46065,-3.78783,1.60032,0.938557,2.30041,2.33854,-2.78727,0.546946,0.978604,-1.26778,32964.8
-3.43051,-3.37493,2.254,-0.395036,4.11678,4.77958,4.01069,-3.6976,-0.781906,-2.28547,-1.74867,-3.11824,37487.4
-2.92037,-2.69458,-4.48478,4.72711,4.84903,-1.00657,2.52179,-2.48813,2.79176,-4.75501,-0.18907,1.11471,16793.2
3.60926,3.13845,1.24947,1.63645,1.26341,-3.94606,0.983021,-0.523669,4.46938,3.14815,2.52195,1.2237,12312.9
-2.10623,-4.65746,3.36834,-0.627689,-2.74561,-3.30616,-2.45793,-0.827635,3.01233,0.416957,0.108025,-4.30759,38664.1
-4.45379,3.85442,3.13142,3.6305,4.75561,2.59205,4.4907,0.942528,-3.92365,-4.47629,0.616487,0.458127,39168.1
-3.30006,-3.99661,-3.52284,-2.32908,-1.05457,-4.4834,-1.84339,-3.74947,-1.13379,-0.566207,-1.06478,-4.738,33438.8
-0.244709,-4.33826,-1.23417,-4.57959,-0.686407,-0.269352,-4.6786,-3.22976,3.10922,1.70574,2.69285,3.82816,20274.8
2.83341,1.26806,-2.82297,-0.106655,2.77288,0.202056,1.24638,0.485393,-1.23739,-2.93598,-2.11818,-4.3618,12917.1
2.74443,-0.0345081,3.03365,1.86179,-0.730778,4.72292,3.89533,2.35212,2.48103,4.68311,-3.58858,2.97643,20275
3.74674,-1.90551,-1.23617,-4.38551,-1.80936,4.31445,3.45537,-0.0420308,-4.5813,0.0684247,-3.58295,-2.00228,15370.9
1.47091,3.88049,4.55045,4.71356,4.70783,-1.7923,0.694999,-3.46616,-2.70729,2.18977,-4.48421,-4.94282,23368.1
-0.155669,-4.70472,-2.25229,0.513845,-2.43512,-4.95453,4.7452,1.0783,4.83743,4.49227,-3.22033,-1.68244,27934.8
2.99521,-3.8999,-2.38599,3.86247,2.27392,4.38173,0.710282,-2.48846,-2.23273,3.61348,-2.81953,-4.25801,12857.6
-3.72216,2.75476,2.20715,4.11465,-2.0852,-2.74049,4.27657,-1.05792,2.89978,4.27016,1.83108,-4.69041,28362.1
-2.47801,-4.57524,-2.56211,-0.156972,-0.908582,0.701342,-4.34035,2.95599,-3.1592,-0.0478439,-2.08483,0.413508,35655.7
0.636591,-0.631891,-2.7994,-2.26846,2.78109,-2.89969,3.74432,1.30036,-0.573623,4.07184,-2.90877,4.04037,17654.9
-2.4542,-0.782481,0.569826,2.81991,-1.58341,2.29543,-4.71934,-3.69167,-0.857829,2.50608,-1.49163,0.626733,20697.1
-1.10502,-0.504271,-0.680476,2.25845,-0.0795753,4.54095,-4.33973,2.7741,-3.55203,4.58326,-1.18223,-4.98481,26100.1
-0.177919,-4.61702,-3.83235,0.426916,2.32599,1.17135,1.00616,3.65898,4.52454,-0.0181327,-4.5818,-0.566294,16966.8
-3.14047,-1.18985,2.46934,4.41624,3.25721,3.5963,3.94654,0.138787,-1.59882,-3.88538,-4.8202,1.43696,35489.5
3.92732,2.48054,2.38644,-0.0547384,0.60882,-1.40135,2.29297,-3.23184,4.73674,-4.30791,-1.98768,1.74388,21042
3.78913,4.48431,-3.17825,-3.92246,3.06866,-4.05201,3.6676,4.21074,-1.76095,2.01798,3.16696,-2.74389,22773
3.83442,3.3718,1.80582,-2.1408,-3.98498,4.76274,-3.35424,-1.74389,-1.65197,-1.7218,3.19263,0.230838,22374.9
3.04265,-1.83449,4.20719,3.55702,1.61779,3.34844,-4.36417,-1.86859,3.25137,0.650332,2.13508,1.84819,21993.4
